VPVS_RATIO,P_IMPEDANCE,PHI
1.7393,10847389.0,0.0713
1.7481,10753346.0,0.0723
1.7491,10697345.0,0.0747
1.7499,10648134.0,0.0767
1.7507,10602128.0,0.0785
1.7455,10533847.0,0.0818
1.7369999999999999,10437513.0,0.0871
1.7366,10434487.0,0.0872
1.7246,10333996.0,0.0915
1.7047,10183907.0,0.0987
1.7053,10181278.0,0.1009
1.7054,10180820.0,0.1012
1.7065,10185347.0,0.1053
1.7001,10153517.0,0.10400000000000001
1.6958,10132362.0,0.10300000000000001
1.6958,10132320.0,0.10300000000000001
1.6897,10102535.0,0.1016
1.6932,10110883.0,0.1007
1.6985,10117556.0,0.0993
1.699,10118172.0,0.0992
1.7082,10167454.0,0.1
1.7235,10255809.0,0.1014
1.723,10256858.0,0.1029
1.7227,10257321.0,0.1036
1.7216,10281666.0,0.1071
1.7222,10295289.0,0.1085
1.7226,10310214.0,0.1092
1.7233,10342979.0,0.1108
1.7278,10387530.0,0.1103
1.7338,10452286.0,0.1095
1.7351,10466978.0,0.1094
1.7425,10525425.0,0.1077
1.7547,10601771.0,0.1051
1.751,10619120.0,0.1036
1.7477,10635019.0,0.1023
1.7363,10668011.0,0.0977
1.7409999999999999,10727716.0,0.0935
1.7426,10747369.0,0.0921
1.7488,10821084.0,0.0867
1.7535,10886641.0,0.0824
1.7589,10976233.0,0.0772
1.7612,11012484.0,0.0751
1.7706,11103936.0,0.0722
1.7864,11275334.0,0.0674
1.7904,11299864.0,0.0669
1.7979,11344431.0,0.0661
1.817,11448899.0,0.0638
1.8142,11500999.0,0.0636
1.8137,11506884.0,0.0636
1.8096,11554264.0,0.0633
1.8227,11609330.0,0.0638
1.8359999999999999,11635862.0,0.0643
1.8445,11652762.0,0.0647
1.8569,11574615.0,0.0657
1.8772,11424943.0,0.0673
1.8733,11387945.0,0.0676
1.857,11231194.0,0.0689
1.8249,10936307.0,0.0715
1.7603,10727780.0,0.0724
1.7594,10724929.0,0.0724
1.6584,10430745.0,0.0738
1.6481,10285330.0,0.0738
1.6396,10169598.0,0.0738
1.6316,10061223.0,0.0738
1.6589,10107726.0,0.0748
1.7043,10181221.0,0.0764
1.7046,10183289.0,0.0765
1.7143,10275044.0,0.0792
1.7312,10436769.0,0.0839
1.7407,10475451.0,0.0869
1.7424,10482377.0,0.0874
1.7611,10616395.0,0.0932
1.7657,10601439.0,0.0947
1.7688,10622685.0,0.0957
1.7733,10653029.0,0.0972
1.7641,10715294.0,0.0947
1.7503,10853708.0,0.0911
1.7489,10867001.0,0.0907
1.7572,11057256.0,0.0861
1.7712,11348442.0,0.0784
1.7745,11573387.0,0.0754
1.776,11680600.0,0.0739
1.7844,12169025.0,0.0666
1.7889,12422071.0,0.0639
1.7912,12532061.0,0.0625
1.7966,12785723.0,0.0594
1.7952,12843264.0,0.0583
1.7934,12910485.0,0.0568
1.7929,12926264.0,0.0564
1.7974,12964244.0,0.0566
1.8048,13054183.0,0.0569
1.7996,13047818.0,0.0572
1.7947,13041883.0,0.0574
1.7783,13071881.0,0.0581
1.7703,13101901.0,0.0573
1.7676,13120684.0,0.057
1.7573,13192412.0,0.055999999999999994
1.7481,13222963.0,0.0533
1.7374,13263634.0,0.0501
1.733,13280174.0,0.0488
1.7251,13321999.0,0.0448
1.7122,13360996.0,0.0382
1.7132,13422724.0,0.0371
1.7151,13539216.0,0.035
1.7199,13785951.0,0.0298
1.723,13953165.0,0.0281
1.7235,13980080.0,0.0278
1.7282,14210591.0,0.0254
1.7335,14311983.0,0.0255
1.7388,14412632.0,0.0256
1.7423,14478252.0,0.0257
1.7462,14543386.0,0.0279
1.7529,14680771.0,0.0314
1.7519,14689578.0,0.0321
1.7475,14729361.0,0.0349
1.7386,14828564.0,0.0406
1.7484,15047266.0,0.0424
1.7485,15049025.0,0.0424
1.7651,15406494.0,0.0453
1.7685,15586967.0,0.0446
1.7713,15713757.0,0.044000000000000004
1.7742,15839180.0,0.0434
1.7698,15770010.0,0.0411
1.7626,15607116.0,0.0373
1.7629,15604312.0,0.0372
1.7804,15426521.0,0.0366
1.8091,15111109.0,0.0355
1.8166,14937266.0,0.0381
1.818,14904885.0,0.0386
1.8323,14565036.0,0.0439
1.8338,14358251.0,0.0476
1.8347,14221147.0,0.0502
1.8359999999999999,14023550.0,0.0539
1.8476,13914313.0,0.0575
1.8648,13756780.0,0.0628
1.8665,13740917.0,0.0634
1.8441,13521137.0,0.0669
1.8084,13202060.0,0.0728
1.8102,13027487.0,0.0759
1.811,12944763.0,0.0774
1.8152,12553664.0,0.085
1.817,12349783.0,0.0913
1.8179,12251668.0,0.0944
1.8198,12032679.0,0.1016
1.8217,11905027.0,0.1072
1.824,11744011.0,0.1147
1.8246,11705920.0,0.1165
1.8291,11639443.0,0.1175
1.8365,11574757.0,0.1191
1.8346,11564247.0,0.1174
1.8329,11554097.0,0.1158
1.827,11528142.0,0.1104
1.8196,11551228.0,0.1095
1.8171,11554370.0,0.1092
1.8074,11566808.0,0.10800000000000001
1.7999,11579718.0,0.11
1.7913,11595987.0,0.1122
1.7876,11602802.0,0.1132
1.7888,11610776.0,0.1147
1.7907,11661976.0,0.1171
1.7914,11671354.0,0.1168
1.7927,11689408.0,0.1163
1.7961,11774893.0,0.1151
1.8030000000000002,11838325.0,0.1119
1.8041,11845851.0,0.1114
1.8143,11912339.0,0.1068
1.8158,12029839.0,0.1044
1.8173,12111702.0,0.102
1.8183,12166017.0,0.1005
1.821,12240938.0,0.1009
1.8254,12341239.0,0.1016
1.8265,12346099.0,0.1017
1.8318,12369059.0,0.1019
1.8425,12436656.0,0.1025
1.8385,12346795.0,0.1018
1.8385,12346691.0,0.1018
1.8322,12226133.0,0.1007
1.8223,12105834.0,0.0986
1.8143,12010126.0,0.0969
1.8065,11917066.0,0.0952
1.8027,11823558.0,0.0924
1.7964,11667270.0,0.0878
1.7963,11666533.0,0.0878
1.787,11578306.0,0.0852
1.7718,11446846.0,0.081
1.7744,11442932.0,0.0791
1.775,11442178.0,0.0787
1.7801,11445991.0,0.075
1.7846,11455809.0,0.0744
1.7875,11475584.0,0.07400000000000001
1.7919,11504979.0,0.0734
1.797,11600506.0,0.0742
1.8047,11792183.0,0.0754
1.8055,11812727.0,0.0755
1.8005,12000695.0,0.0753
1.7919999999999998,12348573.0,0.075
1.7865,12486509.0,0.0737
1.7838,12555673.0,0.0731
1.7699,12872862.0,0.07
1.7589,13092827.0,0.0678
1.7535,13184527.0,0.0667
1.7404,13402214.0,0.0641
1.7314,13541465.0,0.0636
1.7192,13690183.0,0.0629
1.7161,13727277.0,0.0627
1.7151,13752077.0,0.0646
1.7133,13778153.0,0.0678
1.7149,13828669.0,0.0694
1.7164,13879327.0,0.0709
1.7214,14055719.0,0.076
1.7213,14132052.0,0.0784
1.7212,14158054.0,0.0792
1.7209999999999999,14263637.0,0.0823
1.7342,14396299.0,0.0829
1.7497,14554673.0,0.0836
1.7564,14623183.0,0.0839
1.7554,14673174.0,0.0832
1.7536,14733136.0,0.0821
1.7541,14722711.0,0.08199999999999999
1.7552,14702024.0,0.0819
1.7577,14640232.0,0.0816
1.7616,14568778.0,0.08199999999999999
1.7622,14557891.0,0.0821
1.7679,14458160.0,0.0828
1.7786,14477821.0,0.08199999999999999
1.7891,14502982.0,0.0813
1.7962,14519802.0,0.0808
1.7977,14556738.0,0.0796
1.8002,14610742.0,0.0778
1.8007,14616755.0,0.0777
1.8030000000000002,14646553.0,0.0771
1.8075,14703929.0,0.0759
1.8096,14633582.0,0.0764
1.8096,14633168.0,0.0764
1.8130000000000002,14544808.0,0.0771
1.8053,14395169.0,0.0785
1.7990000000000002,14295688.0,0.0796
1.7928,14197382.0,0.0806
1.7955,14158721.0,0.0814
1.7998,14091506.0,0.0826
1.7998,14091545.0,0.0826
1.7943,14104501.0,0.0826
1.7854,14078575.0,0.0826
1.7855,14128009.0,0.0825
1.7856,14138355.0,0.0825
1.7859,14186354.0,0.0824
1.7934,14157889.0,0.0842
1.7983,14130335.0,0.0854
1.8057,14088502.0,0.0873
1.8359,14001366.0,0.0911
1.8802,13886592.0,0.0968
1.8851,13873788.0,0.0974
1.8797,13746184.0,0.0999
1.8711,13581725.0,0.1041
1.8714,13518238.0,0.1046
1.8715,13485885.0,0.1048
1.8723,13381917.0,0.1062
1.8645,13334686.0,0.1054
1.8607,13316514.0,0.105
1.8518,13273747.0,0.1042
1.8451,13305706.0,0.1027
1.8361,13337170.0,0.1008
1.8339,13345129.0,0.1003
1.8366,13462036.0,0.1
1.8413,13658932.0,0.0995
1.8408,13714079.0,0.0994
1.8402,13770849.0,0.0994
1.8385,13986294.0,0.0991
1.8276,14009678.0,0.0951
1.8242,14018624.0,0.0939
1.8099,14055463.0,0.0886
1.7713,13879402.0,0.0817
1.7285,13669476.0,0.0738
1.7104,13580453.0,0.0704
1.6974,13604845.0,0.064
1.6759,13618246.0,0.0535
1.6738,13652901.0,0.0526
1.6694,13724462.0,0.0509
1.6584,13915705.0,0.0466
1.6753,14170626.0,0.0474
1.6780000000000002,14211223.0,0.0475
1.7044,14615476.0,0.0486
1.705,14670285.0,0.0485
1.7056,14719550.0,0.0483
1.706,14753152.0,0.0482
1.7045,14779977.0,0.0475
1.702,14802100.0,0.0463
1.7007,14791950.0,0.0463
1.6937,14739090.0,0.0463
1.6801,14621575.0,0.0464
1.6793,14592561.0,0.0469
1.6793,14592202.0,0.0469
1.6779,14552259.0,0.0479
1.6845,14580273.0,0.0486
1.69,14608200.0,0.0491
1.6956,14636889.0,0.0497
1.6997,14708976.0,0.0499
1.7066,14828675.0,0.0501
1.7066,14829101.0,0.0501
1.7094,14863581.0,0.0493
1.7142,14908159.0,0.0479
1.7152,14892325.0,0.0481
1.7154,14888884.0,0.0481
1.7173,14847616.0,0.0485
1.7184,14838687.0,0.051
1.7192,14833330.0,0.0525
1.7204,14825076.0,0.055
1.7259,14852259.0,0.0568
1.7341,14900344.0,0.0596
1.7351,14905978.0,0.0599
1.7327,14868028.0,0.0604
1.7288,14801178.0,0.0613
1.7234,14795170.0,0.0609
1.7206,14792017.0,0.0608
1.7072,14756609.0,0.0599
1.7039,14741406.0,0.06
1.7023,14729355.0,0.06
1.6984,14700145.0,0.06
1.695,14504011.0,0.0635
1.6907,14247155.0,0.0681
1.6896,14181805.0,0.0693
1.6965,14071636.0,0.0743
1.7077,13870764.0,0.0826
1.7105,13818283.0,0.0843
1.7135,13763355.0,0.086
1.7229,13546194.0,0.0916
1.7282,13488033.0,0.0958
1.7298,13466458.0,0.0972
1.7368,13374748.0,0.1028
1.7475,13338005.0,0.109
1.7597,13325270.0,0.1161
1.7652,13319622.0,0.1193
1.7591,13175678.0,0.1245
1.7493,13031865.0,0.1331
1.7516,13001284.0,0.1338
1.7565,12937032.0,0.1352
1.7683,12849162.0,0.1387
1.7684,12865626.0,0.1366
1.7684,12868091.0,0.1363
1.7685,12892876.0,0.1333
1.7662,12911471.0,0.1281
1.764,12915686.0,0.1231
1.7625,12918562.0,0.1196
1.7608,12908080.0,0.1147
1.758,12894717.0,0.1066
1.7576,12889883.0,0.1061
1.7554,12863453.0,0.1033
1.7511,12861541.0,0.0979
1.7503,12885645.0,0.0936
1.7503,12886114.0,0.0935
1.7488,12953966.0,0.0863
1.7526,13103017.0,0.0806
1.7557,13205046.0,0.076
1.7590000000000001,13312143.0,0.0712
1.7589,13477790.0,0.0648
1.7588,13677587.0,0.0543
1.7588,13679134.0,0.0543
1.7516,13772210.0,0.0488
1.7395,13872217.0,0.0399
1.733,13884176.0,0.0384
1.7315,13886933.0,0.0381
1.7181,13909086.0,0.0351
1.7144,13862643.0,0.0364
1.7121,13842755.0,0.0372
1.7084,13811566.0,0.0385
1.7080000000000002,13690109.0,0.0393
1.7073,13522704.0,0.0403
1.7072,13502525.0,0.0405
1.7105,13357321.0,0.0398
1.7158,13108008.0,0.0388
1.715,13032067.0,0.0384
1.7146,12990979.0,0.0381
1.7127,12798717.0,0.0371
1.7097,12792882.0,0.0385
1.7082,12801504.0,0.0392
1.7046,12822858.0,0.0409
1.6999,12862232.0,0.0433
1.6938,12965762.0,0.0463
1.6922,12993407.0,0.0471
1.6887,13077967.0,0.0476
1.683,13237990.0,0.0483
1.6847,13318957.0,0.0472
1.6865,13407173.0,0.0461
1.6924,13644801.0,0.0426
1.6993,13803644.0,0.0386
1.7015,13841782.0,0.0374
1.7111,14010868.0,0.0321
1.7131,14060145.0,0.0275
1.7154,14101466.0,0.0223
1.7165,14120262.0,0.02
1.7176,14060598.0,0.0156
1.7195,13999584.0,0.0083
1.7189,13979666.0,0.0073
1.7177,13936251.0,0.0052
1.7148,13860528.0,0.0001
1.6362,13177123.0,0.0008
1.6216,13062996.0,0.0013
1.5979,12877210.0,0.0021
1.625,12981467.0,0.0066
1.6652,13130494.0,0.0131
1.6709,13151465.0,0.013999999999999999
1.702,13067921.0,0.0173
1.7528,12936300.0,0.0226
1.7567,12851375.0,0.0256
1.7591,12801073.0,0.0274
1.7692,12564795.0,0.0354
1.7323,11985642.0,0.0373
1.7166,11731101.0,0.0381
1.6778,11103676.0,0.0404
1.6514,10578736.0,0.0402
1.6206,9958796.0,0.04
1.6123,9792463.0,0.0399
1.5934,9361992.0,0.0384
1.5651,8754299.0,0.036000000000000004
1.575,8747349.0,0.0358
1.5868,8739193.0,0.0355
1.6228,8756858.0,0.0347
1.6261,8640391.0,0.0361
1.6271,8608720.0,0.0365
1.6314,8461097.0,0.0383
1.6312,8372550.0,0.0414
1.6311,8257761.5,0.0448
1.631,8203580.5,0.0464
1.6226,7958470.0,0.0493
1.6097,7562103.5,0.054000000000000006
1.6083,7528016.5,0.0542
1.6049,7446714.0,0.0545
1.5972,7265277.5,0.0553
1.6013,7200964.0,0.0534
1.6017,7194678.5,0.0532
1.6078,7114950.5,0.0504
1.5998,7023036.5,0.0486
1.5924,6943974.0,0.0469
1.587,6886433.5,0.0456
1.5919999999999999,6841554.0,0.044000000000000004
1.6,6763614.5,0.0415
1.599,6754574.5,0.0411
1.5918,6692589.0,0.0386
1.5786,6574011.5,0.0337
1.5813,6549221.5,0.0286
1.5815,6547987.5,0.0283
1.5861,6526414.5,0.0194
1.6273,6680064.5,0.0135
1.6608,6828780.0,0.0089
1.6997,7001137.5,0.0038
1.7241,7146339.5,0.0024
1.7651,7424021.5,0.0001
1.7552,7727114.0,0.0001
1.7416,7669963.0,0.0001
1.7191,7575211.5,0.0002
1.6958,7512204.5,0.0037
1.6628,7416257.5,0.0088
1.6581,7402591.5,0.0095
1.6488,7358848.0,0.0109
1.6337,7304142.0,0.0131
1.6327,7320573.0,0.0126
1.632,7330718.0,0.0123
1.6293,7399181.5,0.0111
1.62,7393849.0,0.0092
1.6159,7394570.0,0.0083
1.6048,7396575.0,0.006
1.5933,7412842.5,0.0037
1.5787,7422599.5,0.0008
1.7234,8288275.0,0.0003
1.7234,8282324.5,0.0003
1.7228,8177526.5,0.0009
1.7143,8097515.0,0.0016
1.7079,8044165.5,0.0022
1.7006,7982491.5,0.0028
1.6977,7969318.5,0.0023
1.6931,7948250.0,0.0016
1.6929,7947448.0,0.0016
1.6833,7961850.0,0.001
1.8209,14182210.0,0.0061
1.8196,14210509.0,0.0145
1.8194,14215725.0,0.0161
1.8201,14317033.0,0.0193
1.8212,14503064.0,0.0247
1.8222,14549842.0,0.0238
1.8229,14585171.0,0.0232
1.8258,14707063.0,0.0208
1.8346,14729452.0,0.0168
1.8381,14733012.0,0.0152
1.8492,14744339.0,0.0101
1.8552,14797793.0,0.0065
1.8627,14862368.0,0.0021
1.8653,14884812.0,0.0006
1.8458,14702624.0,0.0004
1.8423,14237679.0,0.0046
1.8444,14208162.0,0.0056
1.8575,14029220.0,0.0121
1.8653,13989961.0,0.0198
1.8736,13958510.0,0.0279
1.8782,13941036.0,0.0325
1.8891,13971219.0,0.0395
1.9072,14035747.0,0.0511
1.9088,14045024.0,0.052000000000000005
1.9137,14074885.0,0.0551
1.9244,14139096.0,0.0618
1.9262,14086776.0,0.062
1.9263,14082771.0,0.0621
1.929,13984477.0,0.0624
1.9202,13802330.0,0.0578
1.9126,13635240.0,0.0536
1.9063,13496293.0,0.0501
1.8982,13310638.0,0.0446
1.8853,12998945.0,0.0355
1.8855,12989411.0,0.0353
1.8879,12865534.0,0.0327
1.8919,12649733.0,0.0281
1.8887,12557481.0,0.027999999999999997
1.8884,12546979.0,0.027999999999999997
1.8826,12405770.0,0.0277
1.8839,12350098.0,0.0278
1.8848,12326304.0,0.0279
1.886,12296199.0,0.027999999999999997
1.8975,12251308.0,0.0279
1.9151,12201008.0,0.0276
1.9162,12197934.0,0.0276
1.9040000000000001,12179975.0,0.027999999999999997
1.8842,12132899.0,0.0287
1.8748,12153718.0,0.0293
1.8713,12161386.0,0.0295
1.85,12191454.0,0.0308
1.8372,12231513.0,0.0308
1.8301,12250190.0,0.0309
1.8159999999999998,12286854.0,0.0309
1.8212,12312312.0,0.0301
1.8284,12350616.0,0.0289
1.8297,12357906.0,0.0286
1.8458,12364782.0,0.0283
1.8724,12384449.0,0.0277
1.8748,12404264.0,0.0282
1.8767,12419602.0,0.0286
1.8839,12508572.0,0.03
1.8805,12580107.0,0.0312
1.8792,12615096.0,0.0317
1.8749,12728437.0,0.0333
1.8878,12844289.0,0.034
1.9037,12972463.0,0.0348
1.9094,13018106.0,0.0351
1.9085,12995398.0,0.0358
1.9069999999999998,12904753.0,0.0369
1.9036,12890212.0,0.0373
1.8985,12868197.0,0.0378
1.8846,12775317.0,0.0393
1.8818,12807088.0,0.0408
1.8812,12815302.0,0.0411
1.8772,12868012.0,0.0431
1.8683,12882283.0,0.0447
1.8589,12906475.0,0.0465
1.8535,12920298.0,0.0475
1.8601,12860846.0,0.0488
1.8709,12753002.0,0.051
1.8716,12730546.0,0.0511
1.8739,12656050.0,0.0515
1.8789,12473676.0,0.0523
1.8841,12388002.0,0.0526
1.8844,12383782.0,0.0526
1.8926,12266641.0,0.0531
1.9007,12250525.0,0.0535
1.9079,12263014.0,0.0537
1.9141,12273813.0,0.054000000000000006
1.8869999999999998,12307165.0,0.0538
1.8421,12398589.0,0.0534
1.8418,12398266.0,0.0534
1.8378,12393805.0,0.0536
1.8307,12371018.0,0.0537
1.8412,12343359.0,0.0551
1.8424,12339980.0,0.0553
1.8616,12243602.0,0.0578
1.8699,12159196.0,0.0607
1.8758,12097252.0,0.0628
1.8833,12017795.0,0.0656
1.8869999999999998,11978706.0,0.0687
1.8925,11944308.0,0.0734
1.8929,11942046.0,0.0737
1.8946,11977202.0,0.0759
1.8975,12066273.0,0.0795
1.8971,12134177.0,0.0796
1.8969,12160230.0,0.0796
1.896,12307546.0,0.0798
1.8956,12340513.0,0.0776
1.8954,12348189.0,0.0764
1.8949,12363513.0,0.0739
1.8982,12349780.0,0.0706
1.9028,12293318.0,0.0661
1.9037,12282283.0,0.0652
1.9189,12317931.0,0.0617
1.9443,12356044.0,0.0559
1.9357,12289437.0,0.0536
1.929,12236779.0,0.0519
1.9043,12047462.0,0.0452
1.9025,12093705.0,0.040999999999999995
1.9018,12118824.0,0.0393
1.8995,12202433.0,0.034
1.8962,12146378.0,0.0306
1.8922,12105996.0,0.0265
1.8907,12091533.0,0.025
1.8851,11979419.0,0.0238
1.8762,11804240.0,0.022000000000000002
1.8836,11819318.0,0.0227
1.8952,11842997.0,0.0237
1.9266,11886438.0,0.0266
1.9149,11825765.0,0.0307
1.9124,11811467.0,0.0315
1.896,11717889.0,0.0374
1.8864,11719594.0,0.0425
1.8765,11715180.0,0.0479
1.8707,11712617.0,0.0511
1.8959,11750960.0,0.0547
1.9378,11789717.0,0.0608
1.9427,11797342.0,0.0609
1.9595,11824019.0,0.0613
1.9957,11890270.0,0.0621
1.9814,11837436.0,0.0608
1.9807,11836004.0,0.0607
1.9580000000000002,11790617.0,0.0586
1.9513,11740638.0,0.057999999999999996
1.9454,11691272.0,0.0574
1.9403,11648197.0,0.0569
1.9361,11605956.0,0.057999999999999996
1.9293,11546744.0,0.0599
1.9302,11546460.0,0.06
1.946,11541425.0,0.0622
1.9736,11553674.0,0.0662
1.9909,11552245.0,0.0678
1.9932,11552066.0,0.068
2.0254,11630578.0,0.071
2.0266,11669657.0,0.0714
2.0275,11694695.0,0.0716
2.0286,11727595.0,0.07200000000000001
1.9989,11711299.0,0.0689
1.9538,11625141.0,0.0641
1.9506,11619036.0,0.0638
1.9385,11634182.0,0.0572
1.9187,11626188.0,0.0465
1.9198,11672090.0,0.0419
1.9203,11690372.0,0.04
1.9228,11805025.0,0.0294
1.9277,11825806.0,0.0266
1.9303,11834064.0,0.025
1.9357,11850902.0,0.0219
1.93,11826157.0,0.0222
1.9221,11745346.0,0.0226
1.9205,11729091.0,0.0227
1.9206,11658822.0,0.0231
1.9208,11503614.0,0.0239
1.9369,11498949.0,0.0239
1.9502,11495125.0,0.0238
1.9991,11530304.0,0.0238
1.9778,11327601.0,0.0253
1.97,11275153.0,0.0259
1.9441,11102360.0,0.0278
1.9392,11108988.0,0.0317
1.9333,11160221.0,0.0364
1.9312,11179102.0,0.0381
1.922,11252463.0,0.0415
1.9068,11345744.0,0.0471
1.9127,11374504.0,0.0472
1.9222,11420959.0,0.0473
1.9477,11485842.0,0.0477
1.9652,11454617.0,0.0461
1.9688,11443544.0,0.0458
1.9936,11368122.0,0.0435
1.9996,11328346.0,0.0418
2.0058,11253578.0,0.0401
2.0094,11209760.0,0.039
2.0113,11165617.0,0.0383
2.0144,11093694.0,0.037000000000000005
2.0184,11083939.0,0.037000000000000005
2.0329,11048746.0,0.0368
2.0632,11000721.0,0.0364
2.065,10940283.0,0.0362
2.0651,10939395.0,0.0362
2.068,10906050.0,0.0359
2.0289,10918312.0,0.0362
1.995,10927308.0,0.0365
1.9646,10935310.0,0.0367
1.9680000000000002,10900017.0,0.0366
1.9736,10811224.0,0.0365
1.9738,10809057.0,0.0364
1.9772,10768231.0,0.0351
1.9831,10673793.0,0.0327
1.9823,10637931.0,0.0314
1.9822,10632897.0,0.0312
1.9809,10596444.0,0.0286
1.9824,10630563.0,0.03
1.9834,10684281.0,0.031
1.9848,10756899.0,0.0323
1.9983,10882356.0,0.0358
2.0193,11094243.0,0.0412
2.0209,11110662.0,0.0416
2.0323,11098885.0,0.044000000000000004
2.0509,11011653.0,0.048
2.0399,10952446.0,0.0482
2.0355,10928411.0,0.0483
2.0107,10701133.0,0.0488
1.9915,10582259.0,0.0468
1.9813,10516369.0,0.0457
1.9604,10381300.0,0.0435
1.9614,10367212.0,0.04
1.9628,10454963.0,0.0353
1.9631,10473359.0,0.0344
1.965,10576928.0,0.0313
1.9683,10841766.0,0.0263
1.9694,10922709.0,0.0261
1.9704,10991241.0,0.0259
1.974,11229750.0,0.0254
1.9735,11319385.0,0.0288
1.9734,11340317.0,0.03
1.9728,11412972.0,0.0343
1.9982,11501451.0,0.0402
2.0289,11579188.0,0.0473
2.0405,11608646.0,0.0499
2.0356,11673725.0,0.0567
2.0272,11795804.0,0.0678
2.0189,11819852.0,0.0701
2.0049,11859851.0,0.07400000000000001
1.9678,11950064.0,0.0842
1.9613,11977917.0,0.0871
1.96,11977984.0,0.0877
1.9505,11978527.0,0.0918
1.9472,11999421.0,0.0895
1.9439,12010927.0,0.087
1.9418,12017869.0,0.0855
1.9598,11919606.0,0.0812
1.9889,11780923.0,0.0741
1.9793,11720701.0,0.0739
1.944,11498962.0,0.0733
1.8742,11094232.0,0.07200000000000001
1.8752,10893455.0,0.0756
1.8752,10885954.0,0.0757
1.8767,10562277.0,0.0815
1.8393,10323468.0,0.0851
1.8084,10102471.0,0.0882
1.7812,9908800.0,0.091
1.7637,9754444.0,0.0904
1.7358,9503647.0,0.0894
1.7365,9504852.0,0.0892
1.7519999999999998,9532094.0,0.0842
1.7792,9611922.0,0.0757
1.7853,9603489.0,0.0696
1.7862,9602239.0,0.0687
1.7979,9621376.0,0.0573
1.796,9664565.0,0.0519
1.7946,9698082.0,0.0482
1.7928,9744082.0,0.0431
1.7815,9774700.0,0.0406
1.7642,9815510.0,0.0369
1.7628,9818820.0,0.0366
1.7493,9863855.0,0.037000000000000005
1.7267,9917449.0,0.0378
1.7401,9991388.0,0.0392
1.7457,10022979.0,0.0398
1.778,10171414.0,0.0431
1.8042,10272455.0,0.045
1.8184,10319178.0,0.046
1.8488,10419780.0,0.0481
1.8469,10344125.0,0.0486
1.8442,10225140.0,0.0493
1.8436,10199820.0,0.0494
1.8404,10234773.0,0.05
1.8351,10312141.0,0.0509
1.8515,10358105.0,0.0535
1.8659,10398371.0,0.0557
1.9181,10616043.0,0.0635
1.9195,10886880.0,0.0738
1.92,10997925.0,0.0775
1.9219,11408218.0,0.0908
2.1708,11812855.0,0.1033
2.4891,12237826.0,0.1182
2.6184,12410563.0,0.124
2.5225,11839988.0,0.1338
2.3809,10824550.0,0.1499
2.3913,10793124.0,0.1513
2.4090000000000003,10739258.0,0.1537
2.4559,10523611.0,0.1601
2.3698,9975127.0,0.1582
2.3536,9882809.0,0.1579
2.2401,9235694.0,0.1552
2.2803,9228476.0,0.1495
2.3225,9322582.0,0.1437
2.3488,9381239.0,0.1402
2.3607,9522421.0,0.1325
2.3813,9912504.0,0.1199
2.3852,9912967.0,0.1184
2.4003,9914755.0,0.1125
2.4311,10012921.0,0.1003
2.4795,10250334.0,0.0954
2.4809,10258723.0,0.0953
2.5619,10731878.0,0.0874
2.513,11073522.0,0.0852
2.4699,11397995.0,0.0833
2.4290000000000003,11706046.0,0.0815
2.2401,11383010.0,0.0789
1.9626,10892373.0,0.0746
1.9619,10905594.0,0.0745
1.9409,11263737.0,0.0699
1.9033,11789407.0,0.0622
1.9172,12065254.0,0.0568
1.9195,12110017.0,0.055999999999999994
1.9474,12566187.0,0.0457
1.9676,12883976.0,0.0396
1.982,13104166.0,0.0353
2.0028,13421136.0,0.0294
2.0008,13440973.0,0.0249
1.9979,13498031.0,0.0182
1.9977,13502881.0,0.0176
2.0746,13880488.0,0.0161
2.2094,14555647.0,0.0137
2.1733,14258546.0,0.0156
2.158,14133105.0,0.0164
2.0806,13480633.0,0.0208
1.8941,12297156.0,0.0266
1.8097,11732278.0,0.0296
1.6518,10676223.0,0.0361
1.6642,10423738.0,0.0416
1.6801,9992786.0,0.049
1.6835,9901300.0,0.0506
1.7109,9938655.0,0.0531
1.7575,9915051.0,0.0572
1.7589,9858430.0,0.0574
1.7603,9807880.0,0.0575
1.7649,9688074.0,0.057999999999999996
1.798,9740029.0,0.0588
1.8101,9787826.0,0.0591
1.855,9966143.0,0.0602
1.8382,9850282.0,0.0673
1.8187,9741749.0,0.0757
1.8111,9699774.0,0.079
1.8005,9537769.0,0.0845
1.7838,9181721.0,0.0935
1.7865,9153795.0,0.0931
1.7913,9104710.0,0.0924
1.8036,8964579.0,0.0907
1.8322,9026537.0,0.0859
1.8377,9052641.0,0.085
1.8813,9259316.0,0.0781
1.8915,9428576.0,0.0741
1.9022,9669566.0,0.07
1.909,9823911.0,0.0675
1.9341,10031158.0,0.0648
1.9769999999999999,10354001.0,0.0605
1.9826,10391013.0,0.0601
2.0058,10545052.0,0.0583
2.0549,10841438.0,0.0546
2.0973,10687868.0,0.0549
2.0982,10684681.0,0.0549
2.164,10457658.0,0.0554
2.084,9956808.0,0.0593
2.0223,9548712.0,0.0625
1.9687,9194951.0,0.0656
1.9252,8952881.0,0.069
1.8583,8507194.0,0.0745
1.8577,8505444.0,0.0745
1.8353,8447053.0,0.0741
1.7977,8349066.0,0.0733
1.7655,8398861.0,0.069
1.7599,8407352.0,0.0683
1.6958,8588852.0,0.0601
1.7381,8824457.0,0.0548
1.7682,9020480.0,0.0512
1.8128,9310145.0,0.0462
1.8032,9472166.0,0.0439
1.7884,9709207.0,0.0405
